1, none, minecraft:the_void, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
326, forest, minecraft:flower_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
327, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
328, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
329, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
330, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
331, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
332, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
333, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
334, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
335, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
336, forest, minecraft:flower_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
337, forest, minecraft:birch_forest, MONSTER, minecraft:spider, 80, 4, 4
338, forest, minecraft:birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
339, forest, minecraft:birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
340, forest, minecraft:birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
341, forest, minecraft:birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
342, forest, minecraft:birch_forest, MONSTER, minecraft:slime, 80, 4, 4
343, forest, minecraft:birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
344, forest, minecraft:birch_forest, MONSTER, minecraft:witch, 5, 1, 1
345, forest, minecraft:birch_forest, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
346, forest, minecraft:birch_forest, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
347, forest, minecraft:birch_forest, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
348, forest, minecraft:birch_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
349, forest, minecraft:birch_forest, MONSTER, player_mobs:player_mob, 80, 4, 4
350, forest, minecraft:birch_forest, MONSTER, rottencreatures:undead_miner, 20, 1, 4
351, forest, minecraft:birch_forest, MONSTER, quark:toretoise, 80, 2, 4
352, forest, minecraft:birch_forest, MONSTER, quark:stoneling, 80, 1, 1
353, forest, minecraft:birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
354, forest, minecraft:birch_forest, CREATURE, minecraft:pig, 10, 4, 4
355, forest, minecraft:birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
356, forest, minecraft:birch_forest, CREATURE, minecraft:cow, 10, 4, 4
357, forest, minecraft:birch_forest, CREATURE, earthmobsmod:hyper_rabbit, 10, 3, 4
358, forest, minecraft:birch_forest, CREATURE, earthmobsmod:jumbo_rabbit, 10, 3, 4
359, forest, minecraft:birch_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
360, forest, minecraft:birch_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
361, forest, minecraft:birch_forest, CREATURE, alexsmobs:crow, 10, 3, 5
362, forest, minecraft:birch_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
363, forest, minecraft:birch_forest, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
364, forest, minecraft:birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
365, forest, minecraft:birch_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
366, forest, minecraft:birch_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
367, forest, minecraft:birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
368, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
369, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
370, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
371, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
372, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
373, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
374, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
375, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
376, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
377, forest, minecraft:birch_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
378, forest, minecraft:dark_forest, MONSTER, minecraft:spider, 80, 4, 4
379, forest, minecraft:dark_forest, MONSTER, minecraft:zombie, 80, 4, 4
380, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
381, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton, 80, 4, 4
382, forest, minecraft:dark_forest, MONSTER, minecraft:slime, 80, 4, 4
383, forest, minecraft:dark_forest, MONSTER, minecraft:enderman, 5, 1, 4
384, forest, minecraft:dark_forest, MONSTER, minecraft:witch, 5, 1, 1
385, forest, minecraft:dark_forest, MONSTER, earthmobsmod:bone_spider, 10, 1, 1
386, forest, minecraft:dark_forest, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
387, forest, minecraft:dark_forest, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
388, forest, minecraft:dark_forest, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
389, forest, minecraft:dark_forest, MONSTER, creeperoverhaul:dark_oak_creeper, 75, 2, 2
390, forest, minecraft:dark_forest, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
391, forest, minecraft:dark_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
392, forest, minecraft:dark_forest, MONSTER, player_mobs:player_mob, 80, 4, 4
393, forest, minecraft:dark_forest, MONSTER, rottencreatures:undead_miner, 20, 1, 4
394, forest, minecraft:dark_forest, MONSTER, quark:toretoise, 80, 2, 4
395, forest, minecraft:dark_forest, MONSTER, quark:stoneling, 80, 1, 1
396, forest, minecraft:dark_forest, CREATURE, minecraft:sheep, 12, 4, 4
397, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 10, 4, 4
398, forest, minecraft:dark_forest, CREATURE, minecraft:chicken, 10, 4, 4
399, forest, minecraft:dark_forest, CREATURE, minecraft:cow, 10, 4, 4
400, forest, minecraft:dark_forest, CREATURE, earthmobsmod:hyper_rabbit, 10, 3, 4
401, forest, minecraft:dark_forest, CREATURE, earthmobsmod:jumbo_rabbit, 10, 3, 4
402, forest, minecraft:dark_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
403, forest, minecraft:dark_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
404, forest, minecraft:dark_forest, CREATURE, alexsmobs:crow, 10, 3, 5
405, forest, minecraft:dark_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
406, forest, minecraft:dark_forest, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
407, forest, minecraft:dark_forest, AMBIENT, minecraft:bat, 10, 8, 8
408, forest, minecraft:dark_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
409, forest, minecraft:dark_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
410, forest, minecraft:dark_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
411, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
412, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
413, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
414, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
415, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
416, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
417, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
418, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
419, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
420, forest, minecraft:dark_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
421, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
422, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
423, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
424, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
425, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
426, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
427, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
428, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
429, forest, minecraft:old_growth_birch_forest, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
430, forest, minecraft:old_growth_birch_forest, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
431, forest, minecraft:old_growth_birch_forest, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
432, forest, minecraft:old_growth_birch_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
433, forest, minecraft:old_growth_birch_forest, MONSTER, player_mobs:player_mob, 80, 4, 4
434, forest, minecraft:old_growth_birch_forest, MONSTER, rottencreatures:undead_miner, 20, 1, 4
435, forest, minecraft:old_growth_birch_forest, MONSTER, quark:toretoise, 80, 2, 4
436, forest, minecraft:old_growth_birch_forest, MONSTER, quark:stoneling, 80, 1, 1
437, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
438, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:pig, 10, 4, 4
439, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
440, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:cow, 10, 4, 4
441, forest, minecraft:old_growth_birch_forest, CREATURE, earthmobsmod:hyper_rabbit, 10, 3, 4
442, forest, minecraft:old_growth_birch_forest, CREATURE, earthmobsmod:jumbo_rabbit, 10, 3, 4
443, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
444, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
445, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:crow, 10, 3, 5
446, forest, minecraft:old_growth_birch_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
447, forest, minecraft:old_growth_birch_forest, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
448, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
449, forest, minecraft:old_growth_birch_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
450, forest, minecraft:old_growth_birch_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
451, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
452, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
453, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
454, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
455, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
456, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
457, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
458, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
459, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
460, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
461, forest, minecraft:old_growth_birch_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
462, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 80, 4, 4
463, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 80, 4, 4
464, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
465, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
466, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 80, 4, 4
467, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 5, 1, 4
468, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 1
469, taiga, minecraft:old_growth_pine_taiga, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
470, taiga, minecraft:old_growth_pine_taiga, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
471, taiga, minecraft:old_growth_pine_taiga, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
472, taiga, minecraft:old_growth_pine_taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
473, taiga, minecraft:old_growth_pine_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
474, taiga, minecraft:old_growth_pine_taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
475, taiga, minecraft:old_growth_pine_taiga, MONSTER, player_mobs:player_mob, 80, 4, 4
476, taiga, minecraft:old_growth_pine_taiga, MONSTER, rottencreatures:undead_miner, 20, 1, 4
477, taiga, minecraft:old_growth_pine_taiga, MONSTER, quark:toretoise, 80, 2, 4
478, taiga, minecraft:old_growth_pine_taiga, MONSTER, quark:stoneling, 80, 1, 1
479, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:sheep, 12, 8, 8
480, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 10, 8, 8
481, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:chicken, 10, 8, 8
482, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:cow, 10, 8, 8
483, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 10, 4, 4
484, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
485, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 10, 2, 4
486, taiga, minecraft:old_growth_pine_taiga, CREATURE, earthmobsmod:hyper_rabbit, 10, 3, 4
487, taiga, minecraft:old_growth_pine_taiga, CREATURE, earthmobsmod:jumbo_rabbit, 10, 3, 4
488, taiga, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
489, taiga, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
490, taiga, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
491, taiga, minecraft:old_growth_pine_taiga, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
492, taiga, minecraft:old_growth_pine_taiga, AMBIENT, minecraft:bat, 10, 8, 8
493, taiga, minecraft:old_growth_pine_taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
494, taiga, minecraft:old_growth_pine_taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
495, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
496, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
497, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
498, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
499, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
500, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
501, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
502, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
503, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
504, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
505, taiga, minecraft:old_growth_pine_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
506, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 80, 4, 4
507, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 80, 4, 4
508, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
509, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
510, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime, 80, 4, 4
511, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:enderman, 5, 1, 4
512, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 1
513, taiga, minecraft:old_growth_spruce_taiga, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
514, taiga, minecraft:old_growth_spruce_taiga, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
515, taiga, minecraft:old_growth_spruce_taiga, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
516, taiga, minecraft:old_growth_spruce_taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
517, taiga, minecraft:old_growth_spruce_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
518, taiga, minecraft:old_growth_spruce_taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
519, taiga, minecraft:old_growth_spruce_taiga, MONSTER, player_mobs:player_mob, 80, 4, 4
520, taiga, minecraft:old_growth_spruce_taiga, MONSTER, rottencreatures:undead_miner, 20, 1, 4
521, taiga, minecraft:old_growth_spruce_taiga, MONSTER, quark:toretoise, 80, 2, 4
522, taiga, minecraft:old_growth_spruce_taiga, MONSTER, quark:stoneling, 80, 1, 1
523, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:sheep, 12, 8, 8
524, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:pig, 10, 8, 8
525, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:chicken, 10, 8, 8
526, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:cow, 10, 8, 8
527, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 10, 4, 4
528, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
529, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 10, 2, 4
530, taiga, minecraft:old_growth_spruce_taiga, CREATURE, earthmobsmod:hyper_rabbit, 10, 3, 4
531, taiga, minecraft:old_growth_spruce_taiga, CREATURE, earthmobsmod:jumbo_rabbit, 10, 3, 4
532, taiga, minecraft:old_growth_spruce_taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
533, taiga, minecraft:old_growth_spruce_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
534, taiga, minecraft:old_growth_spruce_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
535, taiga, minecraft:old_growth_spruce_taiga, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
536, taiga, minecraft:old_growth_spruce_taiga, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
537, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, minecraft:bat, 10, 8, 8
538, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
539, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
540, taiga, minecraft:old_growth_spruce_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
541, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
542, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
543, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
544, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
545, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
546, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
547, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
548, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
549, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
550, taiga, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
551, taiga, minecraft:taiga, MONSTER, minecraft:spider, 80, 4, 4
552, taiga, minecraft:taiga, MONSTER, minecraft:zombie, 80, 4, 4
553, taiga, minecraft:taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
554, taiga, minecraft:taiga, MONSTER, minecraft:skeleton, 80, 4, 4
555, taiga, minecraft:taiga, MONSTER, minecraft:slime, 80, 4, 4
556, taiga, minecraft:taiga, MONSTER, minecraft:enderman, 5, 1, 4
557, taiga, minecraft:taiga, MONSTER, minecraft:witch, 5, 1, 1
558, taiga, minecraft:taiga, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
559, taiga, minecraft:taiga, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
560, taiga, minecraft:taiga, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
561, taiga, minecraft:taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
562, taiga, minecraft:taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
563, taiga, minecraft:taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
564, taiga, minecraft:taiga, MONSTER, player_mobs:player_mob, 80, 4, 4
565, taiga, minecraft:taiga, MONSTER, rottencreatures:undead_miner, 20, 1, 4
566, taiga, minecraft:taiga, MONSTER, quark:toretoise, 80, 2, 4
567, taiga, minecraft:taiga, MONSTER, quark:stoneling, 80, 1, 1
568, taiga, minecraft:taiga, CREATURE, minecraft:sheep, 12, 8, 8
569, taiga, minecraft:taiga, CREATURE, minecraft:pig, 10, 8, 8
570, taiga, minecraft:taiga, CREATURE, minecraft:chicken, 10, 8, 8
571, taiga, minecraft:taiga, CREATURE, minecraft:cow, 10, 8, 8
572, taiga, minecraft:taiga, CREATURE, minecraft:wolf, 10, 4, 4
573, taiga, minecraft:taiga, CREATURE, minecraft:rabbit, 10, 2, 3
574, taiga, minecraft:taiga, CREATURE, minecraft:fox, 10, 2, 4
575, taiga, minecraft:taiga, CREATURE, earthmobsmod:hyper_rabbit, 10, 3, 4
576, taiga, minecraft:taiga, CREATURE, earthmobsmod:jumbo_rabbit, 10, 3, 4
